1986,61,John Shasky,shaskjo01
1986,65,Dave Hoppen,hoppeda01
1986,66,Anthony Bowie,bowiean01
1986,67,Ron Rowan,rowanro01
1986,69,Andre Turner,turnean01
1986,70,Jim Les,lesji01
1986,74,Scott Meents,meentsc01
1986,77,Grant Gondrezick,gondrgr01
1986,85,Myron Jackson,jacksmy01
1986,89,Conner Henry,henryco01
1986,95,Richard Rellford,rellfri01
1986,97,Clinton Smith,smithcl01
1986,99,Dominic Pressley,pressdo01
1986,100,Steffond Johnson,johnsst02
1986,120,Pete Myers,myerspe01
1986,122,Curtis Kitchen,kitchcu01
1986,124,Tim Kempton,kemptti01
1986,133,Anthony Frederick,fredean01
1986,134,Alexander Volkov,volkoal01
1987,1,David Robinson,robinda01
1987,2,Armen Gilliam,gilliar01
1987,3,Dennis Hopson,hopsode01
1987,4,Reggie Williams,willire01
1987,5,Scottie Pippen,pippesc01
1987,6,Kenny Smith,smithke01
1987,7,Kevin Johnson,johnske02
1987,8,Olden Polynice,polynol01
1987,9,Derrick McKey,mckeyde01
1987,10,Horace Grant,grantho01
1987,11,Reggie Miller,millere01
1987,12,Muggsy Bogues,boguemu01
1987,13,Joe Wolf,wolfjo01
1987,14,Tellis Frank,frankte01
1987,15,José Ortiz,ortizjo01
1987,16,Chris Welp,welpch01
1987,17,Ronnie Murphy,murphro01
1987,18,Mark Jackson,jacksma01
1987,19,Ken Norman,normake01
1987,20,Jim Farmer,farmeji01
1987,21,Dallas Comegys,comegda01
1987,22,Reggie Lewis,lewisre01
1987,23,Greg Anderson,andergr01
1987,25,Ron Moore,moorero01
1987,26,Steve Alford,alforst01
1987,27,Nate Blackwell,blackna01
1987,28,Rickie Winslow,winslri01
1987,30,Nikita Wilson,wilsoni01
1987,31,Andre Moore,moorean01
1987,32,Bob McCann,mccanbo01
1987,33,Tony White,whiteto01
1987,34,Brian Rowsom,rowsobr01
1987,35,Doug Lee,leedo01
1987,36,Duane Washington,washidu01
1987,38,Norris Coleman,colemno01
1987,39,Vincent Askew,askewvi01
1987,40,Winston Garland,garlawi01
1987,41,Kannard Johnson,johnska01
1987,45,Brad Lohaus,lohaubr01
1987,48,Jamie Waller,walleja01
1987,50,Phil Zevenbergen,zevenph01
1987,52,Donald Royal,royaldo01
1987,53,Winston Crite,critewi01
1987,58,Darryl Johnson,johnsda02
1987,63,Kevin Gamble,gamblke01
1987,65,Eric White,whiteer01
1987,68,Billy Donovan,donovbi01
1987,74,Joe Arlauckas,arlaujo01
1987,75,Chris Dudley,dudlech02
1987,79,Jack Haley,haleyja01
1987,88,Dave Popson,popsoda01
1987,100,Ron Grandison,grandro01
1987,107,Bart Kofoed,kofoeba01
1987,116,Martin Nessley,nesslma01
1987,127,Šarūnas Marčiulionis,marcisa01
1988,1,Danny Manning,mannida01
1988,2,Rik Smits,smitsri01
1988,3,Charles Smith,smithch01
1988,4,Chris Morris,morrich01
1988,5,Mitch Richmond,richmmi01
1988,6,Hersey Hawkins,hawkihe01
1988,7,Tim Perry,perryti01
1988,8,Rex Chapman,chapmre01
1988,9,Rony Seikaly,seikaro01
1988,10,Willie Anderson,anderwi01
1988,11,Will Perdue,perduwi01
1988,12,Harvey Grant,grantha01
1988,13,Jeff Grayer,grayeje01
1988,14,Dan Majerle,majerda01
1988,15,Gary Grant,grantga01
1988,16,Derrick Chievous,chievde01
1988,17,Eric Leckner,leckner01
1988,18,Ricky Berry,berryri01
1988,19,Rod Strickland,stricro02
1988,20,Kevin Edwards,edwarke01
1988,21,Mark Bryant,bryanma01
1988,22,Randolph Keys,keysra01
1988,23,Jerome Lane,laneje01
1988,24,Brian Shaw,shawbr01
1988,25,David Rivers,riverda01
1988,26,Rolando Ferreira,ferrero01
1988,27,Shelton Jones,jonessh01
1988,28,Andrew Lang,langan01
1988,29,Vinny Del Negro,delnevi01
1988,30,Fennis Dembo,dembofe01
1988,31,Everette Stephens,stephev01
1988,32,Charles Shackleford,shackch01
1988,33,Grant Long,longgr01
