name,slug,college_slug,draft_year,draft_pick,season,school_name,conf_abbr,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg2_per_g,fg2a_per_g,fg2_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,sos-dum,sos
George Zídek,zidekge01,george-zidek-1,1995,22,1991-92,UCLA,Pac-10,17,0,3.9,0.5,1.2,.381,0.5,1.2,.400,0.0,0.1,.000,0.1,0.2,.500,,,1.1,0.1,0.1,0.1,0.2,1.2,1.1,,9.81
George Zídek,zidekge01,george-zidek-1,1995,22,1992-93,UCLA,Pac-10,26,,9.0,0.8,2.0,.423,0.8,2.0,.423,0.0,0.0,,0.7,1.0,.760,,,1.7,0.3,0.2,0.2,0.4,2.0,2.4,,9.05
George Zídek,zidekge01,george-zidek-1,1995,22,1993-94,UCLA,Pac-10,28,,24.6,4.3,8.3,.517,4.3,8.2,.522,0.0,0.1,.000,2.5,3.3,.763,,,7.0,0.5,0.3,0.6,1.7,3.5,11.1,,6.70
George Zídek,zidekge01,george-zidek-1,1995,22,1994-95,UCLA,Pac-10,33,,23.4,4.2,7.7,.553,4.2,7.5,.556,0.1,0.2,.400,2.1,2.8,.731,,,5.4,0.5,0.4,0.6,1.6,3.2,10.6,,10.07
Travis Best,besttr01,travis-best-1,1995,23,1991-92,Georgia Tech,ACC,35,33,35.1,4.3,9.6,.449,2.7,5.5,.497,1.6,4.1,.386,2.1,2.8,.735,,,2.5,5.7,1.4,0.0,2.9,2.4,12.3,,10.62
Travis Best,besttr01,travis-best-1,1995,23,1992-93,Georgia Tech,ACC,30,30,35.8,5.4,11.5,.472,2.8,5.7,.488,2.7,5.8,.457,2.7,3.6,.752,,,3.1,5.9,1.7,0.2,2.8,2.4,16.3,,10.39
Travis Best,besttr01,travis-best-1,1995,23,1993-94,Georgia Tech,ACC,29,29,37.5,6.2,13.4,.462,4.5,8.5,.533,1.7,5.0,.340,4.2,4.9,.866,,,3.6,5.8,2.0,0.1,2.4,2.9,18.3,,9.03
Travis Best,besttr01,travis-best-1,1995,23,1994-95,Georgia Tech,ACC,30,30,37.2,7.0,15.6,.446,4.5,9.2,.491,2.4,6.4,.380,3.9,4.6,.847,,,3.2,5.0,2.0,0.2,2.3,2.4,20.2,,9.04
Loren Meyer,meyerlo01,loren-meyer-1,1995,24,1991-92,Iowa State,Big 8,34,8,11.9,2.1,4.1,.514,2.0,3.8,.531,0.1,0.3,.300,0.8,1.4,.596,,,3.1,0.4,0.6,0.7,0.8,2.2,5.1,,8.77
Loren Meyer,meyerlo01,loren-meyer-1,1995,24,1992-93,Iowa State,Big 8,31,24,22.5,3.7,6.9,.542,3.7,6.8,.550,0.0,0.1,.000,2.3,3.2,.710,,,4.9,1.3,0.6,1.0,2.1,2.9,9.8,,8.05
Loren Meyer,meyerlo01,loren-meyer-1,1995,24,1993-94,Iowa State,Big 8,12,11,30.8,8.1,13.3,.610,8.1,13.3,.610,0.0,0.0,,6.1,8.3,.737,,,9.5,1.7,0.6,2.6,2.2,2.1,22.3,,6.16
Loren Meyer,meyerlo01,loren-meyer-1,1995,24,1994-95,Iowa State,Big 8,34,34,29.7,5.8,10.4,.558,5.8,10.4,.559,0.0,0.0,.000,4.1,5.6,.732,,,9.0,1.5,0.4,1.5,2.3,2.9,15.7,,9.70
David Vaughn,vaughda02,david-vaughn-1,1995,25,1991-92,Memphis,GMWC,34,,28.2,5.4,10.6,.513,5.4,10.5,.515,0.0,0.1,.000,2.5,3.3,.761,,,8.3,0.7,0.8,1.7,2.6,3.2,13.4,,9.57
David Vaughn,vaughda02,david-vaughn-1,1995,25,1992-93,Memphis,GMWC,1,,21.0,4.0,11.0,.364,2.0,9.0,.222,2.0,2.0,1.000,0.0,0.0,,,,8.0,2.0,0.0,0.0,2.0,2.0,10.0,,8.73
David Vaughn,vaughda02,david-vaughn-1,1995,25,1993-94,Memphis,GMWC,28,,34.6,6.1,12.4,.496,5.9,11.6,.506,0.3,0.8,.333,4.1,5.4,.757,,,12.0,1.1,1.2,3.8,3.0,2.7,16.6,,5.93
David Vaughn,vaughda02,david-vaughn-1,1995,25,1994-95,Memphis,GMWC,29,,29.9,4.8,10.6,.450,4.6,10.0,.459,0.2,0.6,.294,3.2,4.4,.729,,,9.6,1.0,0.8,2.4,2.9,3.0,12.9,,5.78
Sherell Ford,fordsh01,sherell-ford-1,1995,26,1992-93,UIC,Mid-Cont,32,,32.6,7.7,16.1,.477,6.8,13.2,.514,0.9,2.9,.309,2.5,4.0,.630,,,8.4,1.3,1.6,2.1,,,18.8,,-3.45
Sherell Ford,fordsh01,sherell-ford-1,1995,26,1993-94,UIC,Mid-Cont,29,,34.4,9.6,19.3,.498,8.7,16.3,.535,0.9,3.0,.299,4.1,5.9,.698,,,8.8,1.1,1.9,1.6,,,24.3,,-3.34
Sherell Ford,fordsh01,sherell-ford-1,1995,26,1994-95,UIC,MW Coll,27,,35.9,9.8,20.8,.472,8.1,16.6,.486,1.7,4.2,.416,4.8,6.3,.765,,,10.5,1.4,1.6,1.9,,,26.2,,-3.19
Mario Bennett,bennema01,mario-bennett-1,1995,27,1991-92,Arizona State,Pac-10,33,25,26.9,4.8,8.4,.574,4.6,7.7,.596,0.2,0.7,.318,2.6,4.2,.614,,,6.8,0.8,1.2,1.7,2.4,2.8,12.5,,7.64
Mario Bennett,bennema01,mario-bennett-1,1995,27,1993-94,Arizona State,Pac-10,21,,33.6,6.4,10.8,.593,6.1,10.0,.614,0.2,0.8,.313,3.2,6.3,.508,,,8.6,1.5,1.0,1.0,3.0,3.4,16.2,,7.80
Mario Bennett,bennema01,mario-bennett-1,1995,27,1994-95,Arizona State,Pac-10,33,33,34.3,7.5,12.6,.592,7.2,11.7,.618,0.2,0.9,.267,3.5,7.1,.491,,,8.2,2.4,1.0,3.5,3.1,2.9,18.7,,9.06
Greg Ostertag,ostergr01,greg-ostertag-1,1995,28,1991-92,Kansas,Big 8,32,1,9.7,1.9,3.5,.545,1.9,3.5,.550,0.0,0.0,.000,1.0,1.5,.653,,,3.5,0.2,0.2,1.1,0.9,1.6,4.8,,9.82
Greg Ostertag,ostergr01,greg-ostertag-1,1995,28,1992-93,Kansas,Big 8,29,1,13.4,2.1,4.1,.517,2.1,4.1,.517,0.0,0.0,,1.1,1.9,.600,,,4.1,0.4,0.3,1.2,1.2,2.0,5.3,,10.88
Greg Ostertag,ostergr01,greg-ostertag-1,1995,28,1993-94,Kansas,Big 8,35,34,21.1,4.1,7.8,.533,4.1,7.7,.537,0.0,0.1,.000,2.0,3.2,.631,,,8.8,0.3,0.4,2.8,1.7,2.3,10.3,,8.60
Greg Ostertag,ostergr01,greg-ostertag-1,1995,28,1994-95,Kansas,Big 8,31,28,19.5,3.9,6.5,.596,3.9,6.5,.596,0.0,0.0,,1.8,3.3,.553,,,7.5,0.4,0.4,2.9,1.6,2.4,9.6,,10.02
Cory Alexander,alexaco01,cory-alexander-1,1995,29,1991-92,Virginia,ACC,33,33,31.4,3.8,10.2,.376,2.5,5.7,.439,1.3,4.5,.295,2.2,3.2,.686,,,3.2,4.4,1.2,0.1,2.8,2.2,11.2,,9.69
Cory Alexander,alexaco01,cory-alexander-1,1995,29,1992-93,Virginia,ACC,31,31,36.1,6.9,15.2,.453,4.8,9.5,.503,2.1,5.6,.368,3.0,4.3,.705,,,3.5,4.6,0.8,0.2,3.4,2.4,18.8,,9.76
Cory Alexander,alexaco01,cory-alexander-1,1995,29,1993-94,Virginia,ACC,1,1,11.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,0.0,2.0,.000,,,1.0,2.0,0.0,1.0,1.0,0.0,0.0,,11.19
Cory Alexander,alexaco01,cory-alexander-1,1995,29,1994-95,Virginia,ACC,20,20,34.6,6.0,13.2,.452,4.3,8.3,.512,1.7,4.9,.351,3.1,4.4,.701,,,4.2,5.5,1.6,0.2,3.9,2.0,16.7,,9.94
Lou Roe,roelo01,lou-roe-1,1995,30,1991-92,UMass,A-10,34,0,20.8,2.6,5.0,.529,2.6,5.0,.529,0.0,0.0,,2.5,3.8,.672,,,6.4,0.9,0.5,0.6,1.3,2.7,7.8,,4.71
Lou Roe,roelo01,lou-roe-1,1995,30,1992-93,UMass,A-10,31,30,30.3,5.0,8.8,.564,5.0,8.8,.564,0.0,0.0,,3.9,5.4,.725,,,9.2,1.3,0.8,1.0,2.6,3.4,13.8,,5.34
Lou Roe,roelo01,lou-roe-1,1995,30,1993-94,UMass,A-10,35,34,32.1,6.2,12.3,.505,6.1,11.9,.513,0.1,0.4,.267,6.0,9.0,.667,,,8.3,1.7,0.9,0.9,2.5,2.6,18.6,,6.30
Lou Roe,roelo01,lou-roe-1,1995,30,1994-95,UMass,A-10,34,32,28.6,5.9,11.0,.532,5.8,10.9,.534,0.0,0.1,.333,4.7,6.7,.706,,,8.1,1.7,0.6,1.1,2.3,2.4,16.5,,8.03
Terrence Rencher,renchte01,terrence-rencher-1,1995,32,1991-92,Texas,SWC,34,,33.7,7.0,15.2,.463,5.7,11.6,.494,1.3,3.6,.366,3.7,5.2,.706,,,4.3,3.6,1.7,0.2,2.1,2.5,19.1,,6.31
Terrence Rencher,renchte01,terrence-rencher-1,1995,32,1992-93,Texas,SWC,26,,37.2,6.5,17.2,.377,5.4,13.2,.409,1.1,4.1,.274,5.0,7.1,.697,,,5.0,3.5,1.8,0.4,3.0,2.2,19.1,,5.41
Terrence Rencher,renchte01,terrence-rencher-1,1995,32,1993-94,Texas,SWC,34,,33.5,5.4,13.2,.413,4.4,9.0,.485,1.1,4.2,.259,3.9,5.5,.706,,,5.4,3.1,2.3,0.1,2.4,2.4,15.9,,3.00
Terrence Rencher,renchte01,terrence-rencher-1,1995,32,1994-95,Texas,SWC,30,,36.7,7.8,16.4,.475,6.6,12.6,.528,1.1,3.8,.298,4.1,6.1,.676,,,5.3,4.0,2.3,0.2,2.7,1.7,20.8,,3.74
Junior Burrough,burroju01,junior-burrough-1,1995,33,1991-92,Virginia,ACC,33,32,30.2,5.0,11.3,.446,5.0,11.2,.447,0.0,0.0,.000,3.2,4.6,.695,,,5.8,0.2,0.5,0.5,1.8,2.5,13.2,,9.69
Junior Burrough,burroju01,junior-burrough-1,1995,33,1992-93,Virginia,ACC,31,31,28.6,5.7,13.1,.438,5.7,13.0,.443,0.0,0.1,.000,3.1,4.9,.638,,,7.2,0.6,1.1,0.9,2.3,2.8,14.6,,9.76
Junior Burrough,burroju01,junior-burrough-1,1995,33,1993-94,Virginia,ACC,31,29,31.5,5.8,14.3,.405,5.4,13.1,.412,0.4,1.2,.324,3.1,4.8,.638,,,7.0,0.9,0.9,0.9,2.4,2.8,15.0,,11.19
Junior Burrough,burroju01,junior-burrough-1,1995,33,1994-95,Virginia,ACC,34,33,31.7,6.9,13.9,.501,6.9,13.7,.503,0.0,0.1,.250,4.2,5.9,.710,,,8.7,1.6,0.9,0.8,2.2,2.4,18.1,,9.94
Andrew DeClercq,declean01,andrew-declercq-1,1995,34,1991-92,Florida,SEC,33,,25.0,3.5,7.0,.506,3.5,7.0,.506,0.0,0.0,,1.7,2.6,.655,,,6.2,0.8,0.6,1.4,2.0,3.2,8.8,,6.44
Andrew DeClercq,declean01,andrew-declercq-1,1995,34,1992-93,Florida,SEC,28,,25.5,4.2,7.4,.567,4.2,7.4,.567,0.0,0.0,,2.1,3.6,.584,,,7.1,0.5,1.7,1.6,2.1,3.3,10.5,,7.74
Andrew DeClercq,declean01,andrew-declercq-1,1995,34,1993-94,Florida,SEC,37,,27.0,3.5,6.4,.544,3.5,6.3,.547,0.0,0.1,.333,1.8,2.8,.654,,,7.9,1.5,1.2,1.4,2.5,2.9,8.8,,9.01
Andrew DeClercq,declean01,andrew-declercq-1,1995,34,1994-95,Florida,SEC,30,,32.2,4.6,9.0,.511,4.4,8.5,.522,0.2,0.5,.333,3.8,5.3,.723,,,8.8,1.4,1.2,1.1,2.8,3.4,13.2,,11.31
Jimmy King,kingji02,jimmy-king-1,1995,35,1991-92,Michigan,Big Ten,34,21,28.0,3.8,7.6,.496,2.9,5.8,.505,0.8,1.8,.467,1.6,2.1,.736,,,3.3,2.3,0.8,0.3,2.1,1.6,9.9,,12.25
Jimmy King,kingji02,jimmy-king-1,1995,35,1992-93,Michigan,Big Ten,36,,32.6,4.1,8.1,.509,3.1,5.5,.558,1.0,2.6,.402,1.6,2.4,.648,,,4.4,3.1,1.6,0.5,2.3,2.1,10.8,,11.89
Jimmy King,kingji02,jimmy-king-1,1995,35,1993-94,Michigan,Big Ten,29,,32.1,4.8,9.8,.489,3.8,6.8,.558,1.0,3.0,.333,1.8,2.7,.646,,,3.8,2.6,1.5,0.4,2.6,2.4,12.3,,12.04
Jimmy King,kingji02,jimmy-king-1,1995,35,1994-95,Michigan,Big Ten,31,,34.0,5.4,12.5,.433,4.5,9.0,.502,0.9,3.5,.257,3.0,4.4,.679,,,5.0,2.9,1.9,0.2,3.0,2.3,14.7,,8.90
Lawrence Moten,motenla01,lawrence-moten-1,1995,36,1991-92,Syracuse,Big East,32,30,33.8,6.0,12.1,.497,4.6,7.8,.597,1.4,4.4,.321,4.8,6.3,.752,,,6.0,2.0,1.4,1.1,2.5,2.7,18.2,,7.25
Lawrence Moten,motenla01,lawrence-moten-1,1995,36,1992-93,Syracuse,Big East,29,,32.8,6.6,13.9,.473,5.1,9.4,.538,1.5,4.5,.336,3.2,4.9,.652,,,4.8,2.7,1.8,0.9,2.8,2.4,17.9,,8.84
Lawrence Moten,motenla01,lawrence-moten-1,1995,36,1993-94,Syracuse,Big East,30,,34.8,8.2,16.3,.501,6.5,10.4,.623,1.7,5.9,.284,3.5,5.0,.698,,,4.5,2.2,2.0,0.6,1.9,2.2,21.5,,8.86
Lawrence Moten,motenla01,lawrence-moten-1,1995,36,1994-95,Syracuse,Big East,30,,35.3,7.0,15.2,.459,5.0,9.3,.543,1.9,5.9,.328,3.8,5.1,.743,,,4.2,3.3,1.8,0.3,3.0,1.9,19.6,,7.20
Frankie King,kingfr01,frankie-king-1,1995,37,1993-94,Western Carolina,Southern,28,,38.1,9.2,18.8,.490,8.2,15.4,.531,1.0,3.4,.302,7.4,10.0,.737,,,7.5,2.1,2.2,0.4,3.9,2.5,26.9,,-1.19
Frankie King,kingfr01,frankie-king-1,1995,37,1994-95,Western Carolina,Southern,28,,37.0,8.9,18.6,.479,7.0,13.8,.510,1.9,4.8,.388,6.9,8.3,.832,,,7.3,3.4,1.5,0.5,4.0,2.6,26.5,,-2.86
Donny Marshall,marshdo02,donny-marshall-1,1995,39,1991-92,UConn,Big East,27,1,8.9,0.6,1.7,.370,0.6,1.7,.370,0.0,0.0,,0.6,0.9,.708,,,1.6,0.4,0.4,0.0,0.4,1.4,1.9,,7.08
Donny Marshall,marshdo02,donny-marshall-1,1995,39,1992-93,UConn,Big East,28,,24.2,2.9,6.2,.466,2.9,6.1,.468,0.0,0.1,.333,1.9,2.5,.761,,,4.2,1.1,1.1,0.1,1.9,3.0,7.8,,8.06
Donny Marshall,marshdo02,donny-marshall-1,1995,39,1993-94,UConn,Big East,34,34,29.4,4.5,8.6,.517,3.8,6.8,.561,0.7,1.9,.359,2.8,3.6,.774,,,5.5,1.3,1.4,0.2,2.2,2.4,12.4,,6.31
Donny Marshall,marshdo02,donny-marshall-1,1995,39,1994-95,UConn,Big East,32,32,30.5,5.4,11.8,.456,4.7,9.0,.519,0.8,2.9,.261,4.3,5.1,.829,,,5.8,1.4,1.2,0.2,2.3,2.3,15.8,,7.41
Dwayne Whitfield,whitfdw01,dwayne-whitfield-1,1995,40,1992-93,Jackson State,SWAC,12,,15.8,2.4,5.0,.483,2.4,5.0,.483,0.0,0.0,,1.3,2.2,.577,,,4.1,0.2,0.1,1.3,2.0,2.2,6.1,,-3.63
Dwayne Whitfield,whitfdw01,dwayne-whitfield-1,1995,40,1993-94,Jackson State,SWAC,29,,24.2,4.7,8.2,.574,4.7,8.1,.576,0.0,0.0,.000,3.0,4.2,.715,,,6.7,0.6,0.4,0.9,1.9,3.1,12.4,,-8.92
Dwayne Whitfield,whitfdw01,dwayne-whitfield-1,1995,40,1994-95,Jackson State,SWAC,26,,31.5,7.5,12.2,.610,7.5,12.1,.616,0.0,0.1,.000,4.7,7.5,.621,,,10.5,0.6,0.5,1.0,3.6,3.1,19.6,,-5.81
Donnie Boyce,boycedo01,donnie-boyce-1,1995,42,1991-92,Colorado,Big 8,28,28,33.5,5.8,13.9,.419,4.9,10.7,.462,0.9,3.2,.278,2.4,4.2,.564,,,4.8,3.1,2.4,1.0,3.8,3.4,14.9,,10.20
Donnie Boyce,boycedo01,donnie-boyce-1,1995,42,1992-93,Colorado,Big 8,27,24,33.2,6.8,15.0,.455,6.0,12.3,.486,0.9,2.7,.315,4.6,7.2,.639,,,6.2,3.6,1.9,0.7,3.6,1.9,19.1,,7.62
Donnie Boyce,boycedo01,donnie-boyce-1,1995,42,1993-94,Colorado,Big 8,26,,34.3,7.3,18.1,.401,5.8,13.4,.431,1.5,4.7,.317,6.3,9.0,.708,,,6.7,4.5,2.3,1.5,3.8,3.2,22.4,,5.29
Donnie Boyce,boycedo01,donnie-boyce-1,1995,42,1994-95,Colorado,Big 8,26,,30.8,6.0,14.8,.409,4.4,9.7,.458,1.6,5.1,.316,4.8,6.8,.706,,,6.5,4.1,2.5,1.1,3.0,2.9,18.5,,7.44
Eric Snow,snower01,eric-snow-1,1995,43,1991-92,Michigan State,Big Ten,25,1,5.8,0.5,1.0,.480,0.5,0.9,.522,0.0,0.1,.000,0.1,0.6,.200,,,0.6,1.0,0.2,0.0,0.8,0.4,1.1,,12.72
Eric Snow,snower01,eric-snow-1,1995,43,1992-93,Michigan State,Big Ten,28,,28.5,1.9,3.5,.546,1.9,3.3,.576,0.0,0.2,.000,0.5,2.0,.268,,,2.6,5.2,1.0,0.2,2.5,2.9,4.3,,7.92
Eric Snow,snower01,eric-snow-1,1995,43,1993-94,Michigan State,Big Ten,32,,31.0,2.8,5.5,.514,2.4,4.1,.591,0.4,1.4,.289,0.7,1.5,.449,,,3.5,6.7,1.8,0.2,2.7,2.4,6.8,,10.70
Eric Snow,snower01,eric-snow-1,1995,43,1994-95,Michigan State,Big Ten,28,28,32.7,4.2,8.0,.520,3.9,7.2,.547,0.3,0.9,.292,2.2,3.6,.608,,,3.3,7.8,1.9,0.1,3.1,2.8,10.8,,7.88
Tyus Edney,edneyty01,tyus-edney-1,1995,47,1991-92,UCLA,Pac-10,32,4,18.3,1.8,3.9,.472,1.4,2.6,.536,0.4,1.3,.341,1.5,1.8,.797,,,2.1,2.8,1.3,0.0,1.3,1.6,5.6,,9.81
Tyus Edney,edneyty01,tyus-edney-1,1995,47,1992-93,UCLA,Pac-10,33,,36.6,4.3,8.9,.483,3.3,6.4,.509,1.0,2.5,.415,4.0,4.8,.841,,,3.5,5.6,1.9,0.1,3.5,2.4,13.6,,9.05
Tyus Edney,edneyty01,tyus-edney-1,1995,47,1993-94,UCLA,Pac-10,28,,31.8,4.9,10.5,.466,4.0,8.2,.491,0.9,2.3,.375,4.7,5.8,.820,,,3.4,5.8,1.6,0.3,3.2,2.3,15.4,,6.70
Tyus Edney,edneyty01,tyus-edney-1,1995,47,1994-95,UCLA,Pac-10,32,,30.5,4.6,9.2,.497,3.8,7.1,.531,0.8,2.1,.379,4.3,5.7,.764,,,3.1,6.8,2.3,0.2,2.9,2.5,14.3,,10.07
Mark Davis,davisma02,mark-davis-2,1995,48,1993-94,Texas Tech,SWC,28,,35.5,6.6,13.4,.496,6.0,11.5,.526,0.6,1.9,.315,4.6,7.0,.660,,,8.1,3.9,1.8,1.5,4.5,3.6,18.5,,0.45
Mark Davis,davisma02,mark-davis-2,1995,48,1994-95,Texas Tech,SWC,30,,32.4,6.6,13.3,.499,6.0,11.3,.528,0.7,2.0,.333,3.4,5.5,.614,,,8.5,4.7,1.7,1.2,3.5,3.4,17.3,,1.97
Jerome Allen,allenje01,jerome-allen-1,1995,49,1991-92,Penn,Ivy,26,20,30.6,4.2,10.1,.411,2.7,5.6,.486,1.4,4.5,.316,2.5,3.7,.684,,,3.6,3.2,1.5,0.2,2.7,2.5,12.2,,-4.50
Jerome Allen,allenje01,jerome-allen-1,1995,49,1992-93,Penn,Ivy,27,,33.8,4.8,11.3,.423,2.9,6.6,.444,1.9,4.7,.394,1.7,2.6,.667,,,4.7,4.9,1.4,0.4,2.0,1.9,13.1,,-3.14
Jerome Allen,allenje01,jerome-allen-1,1995,49,1993-94,Penn,Ivy,28,,33.2,4.4,11.0,.401,2.6,5.8,.454,1.8,5.2,.342,3.8,4.9,.787,,,4.5,4.6,1.9,0.1,2.5,1.7,14.5,,-5.12
Jerome Allen,allenje01,jerome-allen-1,1995,49,1994-95,Penn,Ivy,28,,33.4,5.1,11.9,.429,3.6,7.3,.500,1.5,4.6,.318,3.0,4.2,.712,,,4.8,5.7,1.3,0.1,2.3,1.1,14.7,,-5.38
Fred Hoiberg,hoibefr01,fred-hoiberg-1,1995,52,1991-92,Iowa State,Big 8,34,32,30.5,4.7,8.3,.573,4.4,6.8,.641,0.4,1.5,.260,2.2,2.7,.806,,,5.3,2.5,1.9,0.2,1.7,2.2,12.1,,8.77
Fred Hoiberg,hoibefr01,fred-hoiberg-1,1995,52,1992-93,Iowa State,Big 8,31,31,32.8,4.1,7.5,.550,3.4,5.5,.614,0.7,1.9,.367,2.7,3.3,.816,,,6.3,3.0,1.8,0.0,1.7,1.5,11.6,,8.05
Fred Hoiberg,hoibefr01,fred-hoiberg-1,1995,52,1993-94,Iowa State,Big 8,27,26,36.0,6.6,12.3,.535,4.4,7.4,.590,2.2,4.9,.450,4.9,5.7,.864,,,6.7,3.6,1.7,0.1,2.1,1.7,20.2,,6.16
Fred Hoiberg,hoibefr01,fred-hoiberg-1,1995,52,1994-95,Iowa State,Big 8,34,34,36.8,6.1,13.9,.438,3.5,7.6,.459,2.6,6.4,.412,5.1,5.9,.861,,,5.6,2.2,1.1,0.1,1.9,1.3,19.9,,9.70
Michael McDonald,mcdonmi01,michael-mcdonald-1,1995,55,1992-93,New Orleans,Sun Belt,29,,12.1,1.5,2.3,.657,1.5,2.3,.657,0.0,0.0,,1.2,1.9,.648,,,2.4,0.1,0.2,1.6,1.0,1.6,4.2,,0.55
Michael McDonald,mcdonmi01,michael-mcdonald-1,1995,55,1993-94,New Orleans,Sun Belt,30,,24.5,2.4,4.0,.597,2.4,4.0,.597,0.0,0.0,,0.9,1.8,.509,,,6.9,0.5,0.3,3.2,1.5,3.6,5.7,,0.06
Michael McDonald,mcdonmi01,michael-mcdonald-1,1995,55,1994-95,New Orleans,Sun Belt,29,,27.2,4.5,7.8,.573,4.5,7.8,.575,0.0,0.0,.000,2.1,3.7,.585,,,9.7,0.8,0.9,2.8,2.5,3.3,11.1,,-2.49
Chris Carr,carrch01,chris-carr-1,1995,56,1992-93,Southern Illinois,MVC,31,0,11.4,1.7,2.8,.591,1.7,2.7,.619,0.0,0.1,.000,0.6,1.1,.545,,,3.5,0.5,0.3,0.6,0.7,1.7,3.9,,2.14
Chris Carr,carrch01,chris-carr-1,1995,56,1993-94,Southern Illinois,MVC,30,30,31.5,5.2,10.0,.518,4.4,7.6,.581,0.8,2.5,.324,2.9,3.6,.807,,,6.6,1.8,1.1,1.0,2.0,2.9,14.1,,0.37
Chris Carr,carrch01,chris-carr-1,1995,56,1994-95,Southern Illinois,MVC,32,32,33.4,7.8,16.3,.480,6.6,13.1,.500,1.3,3.2,.396,5.2,6.7,.771,,,7.3,2.1,1.6,0.5,3.2,3.0,22.0,,3.34
Cuonzo Martin,marticu01,cuonzo-martin-1,1995,57,1991-92,Purdue,Big Ten,33,12,20.8,1.9,3.6,.521,1.9,3.6,.525,0.0,0.0,.000,2.0,2.6,.759,,,3.3,1.5,0.5,0.1,1.3,1.2,5.8,,10.59
Cuonzo Martin,marticu01,cuonzo-martin-1,1995,57,1992-93,Purdue,Big Ten,28,28,33.3,4.7,9.0,.522,4.7,8.8,.535,0.0,0.2,.000,2.5,3.1,.807,,,3.7,2.4,0.6,0.1,2.0,1.8,11.9,,9.63
Cuonzo Martin,marticu01,cuonzo-martin-1,1995,57,1993-94,Purdue,Big Ten,34,34,32.3,5.7,12.4,.463,3.1,6.6,.476,2.6,5.8,.449,2.2,3.0,.735,,,4.3,1.9,0.7,0.1,2.0,1.6,16.3,,9.90
Cuonzo Martin,marticu01,cuonzo-martin-1,1995,57,1994-95,Purdue,Big Ten,32,28,30.0,6.0,13.7,.439,3.2,7.6,.416,2.8,6.1,.469,3.6,4.5,.799,,,3.9,2.2,0.7,0.2,1.5,1.1,18.4,,5.72
Don Reid,reiddo01,don-reid-1,1995,58,1991-92,Georgetown,Big East,28,,7.7,0.5,1.1,.433,0.5,1.1,.433,0.0,0.0,,0.6,1.1,.600,,,2.1,0.3,0.4,0.4,0.8,2.0,1.6,,6.13
Don Reid,reiddo01,don-reid-1,1995,58,1992-93,Georgetown,Big East,32,,8.7,0.6,1.3,.419,0.6,1.3,.419,0.0,0.0,,0.4,1.0,.452,,,2.1,0.1,0.3,0.4,0.8,1.9,1.6,,8.68
Don Reid,reiddo01,don-reid-1,1995,58,1993-94,Georgetown,Big East,31,,23.0,2.9,4.5,.643,2.9,4.5,.643,0.0,0.0,,1.9,3.0,.630,,,5.9,0.9,1.2,1.3,1.6,3.8,7.7,,12.07
Don Reid,reiddo01,don-reid-1,1995,58,1994-95,Georgetown,Big East,31,,23.6,2.8,4.8,.595,2.8,4.8,.595,0.0,0.0,,1.5,2.9,.516,,,5.7,0.8,1.0,1.9,1.4,3.6,7.2,,6.41
Allen Iverson,iversal01,allen-iverson-1,1996,1,1994-95,Georgetown,Big East,30,,32.2,6.8,17.3,.390,5.6,12.3,.455,1.2,5.0,.232,5.7,8.3,.688,,,3.3,4.5,3.0,0.2,4.4,2.6,20.4,,6.41
Allen Iverson,iversal01,allen-iverson-1,1996,1,1995-96,Georgetown,Big East,37,37,32.8,8.4,17.6,.480,6.1,11.1,.546,2.4,6.4,.366,5.8,8.6,.678,,,3.8,4.7,3.4,0.4,3.8,2.4,25.0,,9.83
Marcus Camby,cambyma01,marcus-camby-1,1996,2,1993-94,UMass,A-10,29,12,21.9,4.0,8.2,.494,4.0,8.0,.502,0.0,0.1,.000,2.1,3.6,.596,,,6.4,1.2,0.6,3.6,1.7,3.5,10.2,,6.30
Marcus Camby,cambyma01,marcus-camby-1,1996,2,1994-95,UMass,A-10,30,21,22.6,5.5,10.1,.550,5.5,10.0,.548,0.0,0.0,1.000,2.8,4.3,.643,,,6.2,1.2,0.8,3.4,1.8,2.5,13.9,,8.03
Marcus Camby,cambyma01,marcus-camby-1,1996,2,1995-96,UMass,A-10,33,30,30.6,7.8,16.3,.477,7.8,16.0,.484,0.0,0.2,.000,4.9,7.1,.700,,,8.2,1.8,1.0,3.9,2.5,2.6,20.5,,8.92
Shareef Abdur-Rahim,abdursh01,shareef-abdur-rahim-1,1996,3,1995-96,California,Pac-10,28,,34.7,7.4,14.2,.518,7.1,13.5,.525,0.3,0.8,.381,6.1,8.9,.683,,,8.4,1.0,1.9,1.3,3.1,2.1,21.1,,6.44
Stephon Marbury,marbust01,stephon-marbury-1,1996,4,1995-96,Georgia Tech,ACC,36,35,37.4,6.5,14.3,.457,4.1,7.7,.533,2.4,6.6,.370,3.4,4.6,.738,,,3.1,4.5,1.8,0.1,3.2,2.3,18.9,,12.71
