name,slug,college_slug,draft_year,draft_pick,season,school_name,conf_abbr,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg2_per_g,fg2a_per_g,fg2_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,sos-dum,sos
Michael Smith,smithmi02,michael-smith-2,1994,35,1993-94,Providence,Big East,30,,29.1,4.8,7.9,.605,4.8,7.9,.608,0.0,0.0,.000,3.3,4.7,.714,,,11.5,0.8,1.1,0.8,1.5,3.0,12.9,,9.95
Dontonio Wingfield,wingfdo01,dontonio-wingfield-1,1994,37,1993-94,Cincinnati,GMWC,29,,28.8,5.6,13.2,.422,4.1,9.5,.429,1.5,3.8,.404,3.3,5.0,.669,,,9.0,2.0,1.3,0.4,2.8,3.1,16.0,,6.18
Darrin Hancock,hancoda01,darrin-hancock-1,1994,38,1992-93,Kansas,Big 8,34,33,20.7,3.0,5.6,.542,3.0,5.6,.545,0.0,0.0,.000,1.5,2.2,.658,,,4.5,1.4,1.2,0.2,1.2,1.8,7.5,,10.88
Anthony Miller,millean01,anthony-miller-1,1994,39,1991-92,Michigan State,Big Ten,30,3,18.5,2.8,5.1,.539,2.8,5.1,.539,0.0,0.0,,1.7,2.7,.625,,,5.2,0.8,0.5,0.3,1.8,2.0,7.2,,12.72
Anthony Miller,millean01,anthony-miller-1,1994,39,1992-93,Michigan State,Big Ten,27,,17.6,2.8,4.6,.613,2.8,4.6,.610,0.0,0.0,1.000,1.0,1.8,.542,,,5.1,0.4,0.3,0.7,1.1,2.2,6.6,,7.92
Anthony Miller,millean01,anthony-miller-1,1994,39,1993-94,Michigan State,Big Ten,32,,28.4,5.1,7.8,.651,5.1,7.8,.653,0.0,0.0,.000,2.4,4.3,.574,,,9.0,0.9,0.8,0.9,2.2,2.6,12.6,,10.70
Jeff Webster,webstje01,jeff-webster-1,1994,40,1989-90,Oklahoma,Big 8,3,0,9.0,2.7,4.7,.571,2.7,4.7,.571,0.0,0.0,,0.3,1.0,.333,,,2.7,0.0,1.3,0.3,1.0,1.3,5.7,,9.35
Jeff Webster,webstje01,jeff-webster-1,1994,40,1990-91,Oklahoma,Big 8,35,29,26.2,7.2,12.8,.565,7.2,12.7,.567,0.0,0.1,.000,3.8,4.8,.802,,,5.5,0.2,0.5,0.6,1.5,3.3,18.3,,12.01
Jeff Webster,webstje01,jeff-webster-1,1994,40,1991-92,Oklahoma,Big 8,30,,27.1,5.8,11.2,.521,5.8,11.2,.521,0.0,0.0,,2.8,3.5,.798,,,6.2,0.6,0.6,0.9,2.1,3.7,14.4,,8.62
Jeff Webster,webstje01,jeff-webster-1,1994,40,1992-93,Oklahoma,Big 8,32,31,29.4,6.8,13.8,.491,6.7,13.5,.494,0.1,0.3,.333,2.8,3.8,.740,,,5.8,0.5,0.8,0.3,1.8,3.1,16.5,,10.18
Jeff Webster,webstje01,jeff-webster-1,1994,40,1993-94,Oklahoma,Big 8,28,,34.8,9.4,18.3,.515,9.3,17.9,.522,0.1,0.5,.231,4.7,6.1,.776,,,7.8,0.7,1.0,0.7,2.0,2.8,23.7,,8.98
Shawnelle Scott,scottsh01,shawnelle-scott-1,1994,43,1990-91,St. John's (NY),Big East,32,,16.4,2.2,4.3,.500,2.2,4.3,.500,0.0,0.0,,0.8,1.6,.529,,,3.6,0.2,0.4,0.4,0.6,2.3,5.2,,9.47
Shawnelle Scott,scottsh01,shawnelle-scott-1,1994,43,1991-92,St. John's (NY),Big East,30,,24.6,3.7,7.3,.505,3.7,7.3,.505,0.0,0.0,,1.6,2.7,.605,,,5.6,0.6,1.0,0.6,1.4,3.7,9.0,,9.33
Shawnelle Scott,scottsh01,shawnelle-scott-1,1994,43,1992-93,St. John's (NY),Big East,29,,28.6,5.8,10.0,.585,5.8,9.9,.589,0.0,0.1,.000,2.1,4.0,.517,,,8.8,1.1,1.4,0.5,1.8,3.4,13.7,,9.49
Shawnelle Scott,scottsh01,shawnelle-scott-1,1994,43,1993-94,St. John's (NY),Big East,22,,33.0,6.4,12.1,.530,6.4,12.0,.532,0.0,0.0,.000,3.1,5.3,.590,,,9.2,1.3,1.1,1.2,2.1,3.0,16.0,,8.53
Dwayne Morton,mortodw01,dwayne-morton-1,1994,45,1991-92,Louisville,Metro,30,,26.7,5.2,8.9,.578,4.7,8.0,.589,0.4,0.9,.481,2.8,4.2,.672,,,3.7,1.2,1.1,0.9,1.9,2.7,13.6,,8.15
Dwayne Morton,mortodw01,dwayne-morton-1,1994,45,1992-93,Louisville,Metro,31,,31.3,5.7,10.8,.531,4.1,7.7,.531,1.6,3.1,.531,3.0,4.1,.738,,,4.7,2.2,1.4,1.0,2.5,2.5,16.1,,8.85
Dwayne Morton,mortodw01,dwayne-morton-1,1994,45,1993-94,Louisville,Metro,34,34,30.6,5.4,11.2,.480,4.0,7.7,.517,1.4,3.5,.398,3.2,4.4,.720,,,4.2,2.1,1.1,0.5,2.0,2.4,15.3,,7.35
Voshon Lenard,lenarvo01,voshon-lenard-1,1994,46,1991-92,Minnesota,Big Ten,32,32,27.1,4.3,10.3,.421,2.8,5.8,.473,1.6,4.5,.354,2.6,3.2,.812,,,3.7,2.7,1.6,0.3,2.2,2.7,12.8,,10.64
Voshon Lenard,lenarvo01,voshon-lenard-1,1994,46,1992-93,Minnesota,Big Ten,31,,28.5,6.2,12.9,.481,4.3,7.8,.556,1.9,5.1,.367,2.9,3.6,.802,,,3.6,2.6,1.6,0.3,1.8,2.4,17.1,,9.22
Voshon Lenard,lenarvo01,voshon-lenard-1,1994,46,1993-94,Minnesota,Big Ten,33,,31.2,6.6,14.0,.472,4.0,7.7,.522,2.6,6.3,.411,3.1,3.7,.844,,,3.7,2.2,1.3,0.4,2.0,2.9,18.9,,10.14
Voshon Lenard,lenarvo01,voshon-lenard-1,1994,46,1994-95,Minnesota,Big Ten,31,,32.0,5.6,13.6,.412,3.0,5.7,.522,2.6,7.9,.332,3.5,4.5,.759,,,4.3,2.6,1.0,0.3,1.6,2.3,17.3,,6.27
Jamie Watson,watsoja01,jamie-watson-1,1994,47,1990-91,South Carolina,Metro,33,5,19.7,2.5,5.8,.420,2.2,4.5,.473,0.3,1.3,.233,0.8,1.3,.568,,,2.5,2.3,1.0,0.4,1.2,1.2,6.0,,3.83
Jamie Watson,watsoja01,jamie-watson-1,1994,47,1991-92,South Carolina,SEC,28,25,29.6,3.3,7.5,.440,3.1,6.6,.470,0.2,0.9,.208,0.8,1.5,.524,,,4.5,2.9,1.3,0.4,2.4,1.9,7.5,,6.14
Jamie Watson,watsoja01,jamie-watson-1,1994,47,1992-93,South Carolina,SEC,27,,33.7,5.9,12.8,.461,5.6,11.0,.507,0.3,1.8,.184,2.6,4.0,.642,,,5.0,2.7,1.5,0.9,2.9,2.4,14.7,,9.78
Jamie Watson,watsoja01,jamie-watson-1,1994,47,1993-94,South Carolina,SEC,27,,34.2,6.9,14.9,.459,5.8,11.3,.511,1.1,3.6,.296,3.4,5.0,.674,,,7.0,2.4,1.6,0.4,2.2,2.6,18.1,,8.39
Charles Claxton,claxtch01,charles-claxton-1,1994,50,1991-92,Georgia,SEC,29,28,22.2,3.8,7.2,.524,3.8,7.2,.524,0.0,0.0,,1.9,3.5,.539,,,6.6,0.3,0.3,1.7,1.8,2.3,9.4,,8.64
Charles Claxton,claxtch01,charles-claxton-1,1994,50,1992-93,Georgia,SEC,29,,22.0,4.6,8.1,.564,4.6,8.1,.564,0.0,0.0,,2.3,4.9,.482,,,6.6,0.4,0.6,1.6,1.8,2.9,11.5,,10.04
Charles Claxton,claxtch01,charles-claxton-1,1994,50,1993-94,Georgia,SEC,30,,24.3,4.4,8.3,.530,4.4,8.3,.530,0.0,0.0,,2.1,5.0,.423,,,7.9,0.6,0.5,1.9,1.9,3.1,10.9,,7.46
Charles Claxton,claxtch01,charles-claxton-1,1994,50,1994-95,Georgia,SEC,28,,27.5,4.4,8.1,.549,4.3,7.7,.560,0.1,0.4,.300,3.2,5.9,.536,,,7.9,0.8,0.9,3.4,2.0,3.1,12.1,,5.96
Lawrence Funderburke,fundela01,lawrence-funderburke-1,1994,51,1989-90,Indiana,Big Ten,6,3,24.0,4.7,9.5,.491,4.7,9.5,.491,0.0,0.0,,2.3,4.5,.519,,,6.7,1.3,0.2,1.0,2.0,2.0,11.7,,11.37
Lawrence Funderburke,fundela01,lawrence-funderburke-1,1994,51,1990-91,Ohio State,Big Ten,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
Lawrence Funderburke,fundela01,lawrence-funderburke-1,1994,51,1991-92,Ohio State,Big Ten,23,13,29.0,5.0,9.1,.548,5.0,9.1,.548,0.0,0.0,,2.2,3.4,.654,,,6.5,0.8,0.7,2.4,1.4,1.7,12.2,,10.58
Lawrence Funderburke,fundela01,lawrence-funderburke-1,1994,51,1992-93,Ohio State,Big Ten,28,,31.4,6.6,12.5,.533,6.6,12.4,.535,0.0,0.1,.333,3.0,4.8,.622,,,6.8,1.2,0.8,1.9,2.0,1.8,16.3,,10.93
Lawrence Funderburke,fundela01,lawrence-funderburke-1,1994,51,1993-94,Ohio State,Big Ten,29,,29.2,6.5,11.9,.545,6.4,11.7,.550,0.1,0.2,.286,2.2,3.7,.594,,,6.6,1.0,0.4,0.8,1.7,1.8,15.2,,11.59
Anthony Goldwire,goldwan01,anthony-goldwire-1,1994,52,1992-93,Houston,SWC,30,,37.0,4.6,10.4,.444,3.8,7.5,.507,0.8,2.9,.284,4.1,5.3,.785,,,3.1,5.7,1.9,0.2,1.9,2.3,14.2,,2.66
Anthony Goldwire,goldwan01,anthony-goldwire-1,1994,52,1993-94,Houston,SWC,27,,36.9,5.3,13.6,.393,4.0,9.0,.440,1.4,4.6,.301,5.1,6.3,.807,,,3.7,6.1,2.1,0.0,3.6,2.4,17.1,,1.37
Joe Smith,smithjo02,joe-smith-1,1995,1,1993-94,Maryland,ACC,30,30,32.9,6.9,13.2,.522,6.8,13.0,.523,0.1,0.2,.400,5.6,7.6,.734,,,10.7,0.8,1.4,3.1,2.0,2.9,19.4,,7.33
Joe Smith,smithjo02,joe-smith-1,1995,1,1994-95,Maryland,ACC,34,34,32.6,7.2,12.5,.578,6.9,11.9,.586,0.3,0.6,.429,6.1,8.3,.741,,,10.6,1.2,1.5,2.9,2.1,3.0,20.8,,10.36
Antonio McDyess,mcdyean01,antonio-mcdyess-1,1995,2,1993-94,Alabama,SEC,26,15,23.8,5.1,9.0,.564,5.1,9.0,.564,0.0,0.0,,1.2,2.3,.533,,,8.1,0.4,1.1,1.5,2.0,2.8,11.4,,6.06
Antonio McDyess,mcdyean01,antonio-mcdyess-1,1995,2,1994-95,Alabama,SEC,33,33,26.1,5.6,10.9,.512,5.6,10.9,.514,0.0,0.0,.000,2.7,4.0,.667,,,10.2,0.6,0.8,2.0,2.4,3.3,13.9,,6.59
Jerry Stackhouse,stackje01,jerry-stackhouse-1,1995,3,1993-94,UNC,ACC,35,1,21.0,3.9,8.5,.466,3.9,7.9,.493,0.1,0.6,.100,4.3,5.9,.732,,,5.0,2.0,1.2,0.5,2.5,1.6,12.2,,9.36
Jerry Stackhouse,stackje01,jerry-stackhouse-1,1995,3,1994-95,UNC,ACC,34,33,34.4,6.3,12.2,.517,5.2,9.6,.546,1.1,2.6,.411,5.4,7.6,.712,,,8.2,2.7,1.5,1.7,3.3,2.2,19.2,,13.01
Rasheed Wallace,wallara01,rasheed-wallace-1,1995,4,1993-94,UNC,ACC,35,7,20.9,4.0,6.6,.604,4.0,6.5,.607,0.0,0.0,.000,1.6,2.6,.604,,,6.6,0.5,0.7,1.8,1.4,2.3,9.5,,9.36
Rasheed Wallace,wallara01,rasheed-wallace-1,1995,4,1994-95,UNC,ACC,34,34,30.3,7.0,10.7,.654,7.0,10.6,.657,0.0,0.1,.333,2.6,4.1,.631,,,8.2,1.0,0.5,2.7,1.5,2.8,16.6,,13.01
Bryant Reeves,reevebr01,bryant-reeves-1,1995,6,1991-92,Oklahoma State,Big 8,36,34,21.2,3.1,5.9,.521,3.1,5.9,.521,0.0,0.0,,1.9,3.0,.633,,,5.1,0.7,0.2,0.7,1.5,3.2,8.1,,10.77
Bryant Reeves,reevebr01,bryant-reeves-1,1995,6,1992-93,Oklahoma State,Big 8,29,28,32.6,7.2,11.7,.621,7.2,11.6,.622,0.0,0.1,.500,5.0,7.7,.650,,,10.0,1.2,0.5,1.3,2.4,3.1,19.5,,9.89
Bryant Reeves,reevebr01,bryant-reeves-1,1995,6,1993-94,Oklahoma State,Big 8,34,34,34.4,7.8,13.3,.585,7.8,13.2,.587,0.0,0.0,.000,5.4,9.1,.595,,,9.7,1.5,0.8,2.1,2.6,3.1,21.0,,8.37
Bryant Reeves,reevebr01,bryant-reeves-1,1995,6,1994-95,Oklahoma State,Big 8,37,37,34.8,7.8,13.3,.586,7.8,13.2,.592,0.0,0.1,.000,5.9,8.4,.706,,,9.5,0.8,0.5,1.6,2.9,3.2,21.5,,10.27
Damon Stoudamire,stoudda01,damon-stoudamire-1,1995,7,1991-92,Arizona,Pac-10,30,0,18.0,2.5,5.6,.455,1.6,3.3,.490,0.9,2.3,.406,1.2,1.6,.771,,,2.2,2.5,0.7,0.1,1.5,1.4,7.2,,8.18
Damon Stoudamire,stoudda01,damon-stoudamire-1,1995,7,1992-93,Arizona,Pac-10,28,27,31.1,3.5,8.1,.438,2.1,4.4,.484,1.4,3.6,.382,2.6,3.3,.791,,,4.1,5.7,1.6,0.2,2.9,2.2,11.0,,8.28
Damon Stoudamire,stoudda01,damon-stoudamire-1,1995,7,1993-94,Arizona,Pac-10,35,35,33.3,6.2,13.8,.448,3.5,6.3,.566,2.7,7.6,.351,3.2,4.0,.800,,,4.5,5.9,1.6,0.1,3.2,2.3,18.3,,8.84
Damon Stoudamire,stoudda01,damon-stoudamire-1,1995,7,1994-95,Arizona,Pac-10,30,30,36.4,7.4,15.5,.476,3.7,7.5,.489,3.7,8.0,.465,4.3,5.2,.826,,,4.3,7.3,1.7,0.0,4.6,2.0,22.8,,10.39
Shawn Respert,respesh01,shawn-respert-1,1995,8,1990-91,Michigan State,Big Ten,1,,3.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.33
Shawn Respert,respesh01,shawn-respert-1,1995,8,1991-92,Michigan State,Big Ten,30,30,31.8,5.8,11.5,.503,3.8,7.1,.533,2.0,4.4,.455,2.3,2.6,.872,,,2.1,2.1,1.1,0.1,2.6,1.7,15.8,,12.72
Shawn Respert,respesh01,shawn-respert-1,1995,8,1992-93,Michigan State,Big Ten,28,,34.3,6.9,14.3,.481,4.7,9.3,.510,2.1,5.0,.429,4.3,5.0,.856,,,4.0,2.6,0.9,0.2,2.8,2.0,20.1,,7.92
Shawn Respert,respesh01,shawn-respert-1,1995,8,1993-94,Michigan State,Big Ten,32,,33.6,8.5,17.6,.484,5.6,11.2,.504,2.9,6.4,.449,4.4,5.3,.840,,,4.0,2.5,1.3,0.2,3.3,2.0,24.3,,10.70
Shawn Respert,respesh01,shawn-respert-1,1995,8,1994-95,Michigan State,Big Ten,28,28,33.6,8.2,17.3,.473,3.9,8.3,.472,4.3,9.0,.474,5.0,5.7,.869,,,4.0,3.0,1.4,0.0,2.9,2.6,25.6,,7.88
Ed O'Bannon,obanned01,ed-obannon-1,1995,9,1991-92,UCLA,Pac-10,23,0,12.5,1.4,3.3,.416,1.3,3.0,.435,0.1,0.3,.250,0.7,1.2,.630,,,3.0,0.5,0.3,0.3,0.8,1.6,3.6,,9.81
Ed O'Bannon,obanned01,ed-obannon-1,1995,9,1992-93,UCLA,Pac-10,33,,33.3,6.3,11.7,.539,5.8,10.5,.549,0.5,1.2,.450,3.5,5.0,.707,,,7.0,1.7,1.3,1.0,2.6,2.5,16.7,,9.05
Ed O'Bannon,obanned01,ed-obannon-1,1995,9,1993-94,UCLA,Pac-10,28,,34.3,6.8,14.1,.484,6.3,12.1,.516,0.6,2.0,.286,4.0,5.3,.745,,,8.8,2.1,1.2,1.1,2.5,2.1,18.2,,6.70
Ed O'Bannon,obanned01,ed-obannon-1,1995,9,1994-95,UCLA,Pac-10,33,,34.2,7.5,14.0,.533,5.8,10.2,.571,1.7,3.8,.433,3.8,4.8,.785,,,8.3,2.5,1.9,0.8,2.5,2.2,20.4,,10.07
Kurt Thomas,thomaku01,kurt-thomas-1,1995,10,1990-91,TCU,SWC,12,,3.5,0.7,1.5,.444,0.7,1.3,.500,0.0,0.2,.000,0.6,1.2,.500,,,1.1,0.2,0.1,0.2,0.6,0.9,1.9,,2.23
Kurt Thomas,thomaku01,kurt-thomas-1,1995,10,1991-92,TCU,SWC,21,,16.5,2.8,5.7,.487,2.8,5.7,.487,0.0,0.0,,1.6,2.4,.667,,,5.4,1.1,0.4,1.4,1.8,2.8,7.1,,3.13
Kurt Thomas,thomaku01,kurt-thomas-1,1995,10,1993-94,TCU,SWC,27,,29.8,8.3,16.3,.509,7.9,14.6,.538,0.4,1.7,.261,3.6,5.6,.645,,,9.7,1.9,1.0,2.6,2.7,4.0,20.7,,1.03
Kurt Thomas,thomaku01,kurt-thomas-1,1995,10,1994-95,TCU,SWC,27,,32.3,10.7,19.5,.548,10.6,19.0,.554,0.1,0.4,.250,7.5,10.5,.714,,,14.6,1.2,1.9,2.4,2.9,3.9,28.9,,-1.07
Gary Trent,trentga01,gary-trent-1,1995,11,1992-93,Ohio,MAC,27,,33.0,7.2,11.0,.651,7.2,11.0,.653,0.0,0.0,.000,4.7,6.7,.696,,,9.3,1.6,0.4,1.0,2.6,1.9,19.0,,-3.23
Gary Trent,trentga01,gary-trent-1,1995,11,1993-94,Ohio,MAC,33,,33.9,9.4,16.2,.576,9.1,15.2,.596,0.3,1.0,.273,6.4,8.8,.722,,,11.4,2.0,0.8,1.6,3.8,2.4,25.4,,0.23
Gary Trent,trentga01,gary-trent-1,1995,11,1994-95,Ohio,MAC,33,,34.4,8.9,16.8,.527,8.6,15.8,.547,0.2,1.1,.229,4.9,7.7,.642,,,12.8,2.4,0.6,0.8,3.5,2.3,22.9,,3.58
Cherokee Parks,parksch02,cherokee-parks-1,1995,12,1991-92,Duke,ACC,34,3,12.8,1.8,3.1,.571,1.8,3.1,.571,0.0,0.0,,1.5,2.0,.725,,,2.4,0.4,0.1,1.0,0.9,1.7,5.0,,10.18
Cherokee Parks,parksch02,cherokee-parks-1,1995,12,1992-93,Duke,ACC,32,31,28.1,5.0,7.7,.652,5.0,7.7,.652,0.0,0.0,,2.3,3.1,.720,,,6.9,0.4,0.8,2.0,1.8,2.1,12.3,,10.76
Cherokee Parks,parksch02,cherokee-parks-1,1995,12,1993-94,Duke,ACC,34,34,30.5,5.5,10.2,.536,5.4,9.7,.555,0.1,0.5,.176,3.4,4.4,.772,,,8.4,0.9,1.1,2.2,1.7,2.3,14.4,,8.92
Cherokee Parks,parksch02,cherokee-parks-1,1995,12,1994-95,Duke,ACC,31,31,35.2,7.2,14.3,.501,6.2,11.5,.534,1.0,2.7,.365,3.7,4.7,.776,,,9.3,1.5,0.8,1.8,2.0,2.2,19.0,,11.89
Corliss Williamson,willico02,corliss-williamson-1,1995,13,1992-93,Arkansas,SEC,18,7,25.2,5.6,9.8,.574,5.6,9.8,.574,0.0,0.0,,3.4,5.4,.622,,,5.1,1.7,0.4,1.2,2.2,2.5,14.6,,8.30
Corliss Williamson,willico02,corliss-williamson-1,1995,13,1993-94,Arkansas,SEC,34,34,29.1,8.0,12.8,.626,8.0,12.8,.626,0.0,0.0,,4.4,6.3,.700,,,7.7,2.2,1.1,1.1,2.6,2.3,20.4,,7.55
Corliss Williamson,willico02,corliss-williamson-1,1995,13,1994-95,Arkansas,SEC,39,39,31.0,7.3,13.2,.550,7.2,13.1,.554,0.0,0.2,.167,5.2,7.8,.668,,,7.5,2.3,1.7,0.8,2.4,2.7,19.7,,10.45
Eric Williams,willier01,eric-williams-1,1995,14,1993-94,Providence,Big East,30,,26.0,5.5,10.9,.508,5.5,10.7,.516,0.0,0.2,.000,4.6,7.0,.660,,,5.0,1.2,1.2,1.8,1.8,2.3,15.7,,9.95
Eric Williams,willier01,eric-williams-1,1995,14,1994-95,Providence,Big East,30,,34.7,6.1,14.8,.413,5.2,12.2,.422,1.0,2.6,.372,4.5,6.5,.687,,,6.7,2.5,2.0,0.3,2.6,3.2,17.7,,7.55
Brent Barry,barrybr01,brent-barry-1,1995,15,1991-92,Oregon State,Pac-10,31,13,17.6,1.8,4.4,.419,1.0,1.9,.542,0.8,2.5,.325,0.7,1.1,.667,,,1.5,2.3,1.0,0.4,1.7,1.6,5.2,,8.85
Brent Barry,barrybr01,brent-barry-1,1995,15,1992-93,Oregon State,Pac-10,23,,26.4,2.4,5.8,.410,1.7,3.0,.571,0.7,2.8,.234,1.7,2.0,.851,,,2.1,3.6,1.4,0.9,3.3,2.7,7.2,,9.07
Brent Barry,barrybr01,brent-barry-1,1995,15,1993-94,Oregon State,Pac-10,27,,35.5,5.3,10.7,.498,3.9,6.9,.573,1.4,3.9,.365,3.1,4.1,.759,,,5.2,3.5,2.4,0.9,3.4,3.1,15.2,,8.10
Brent Barry,barrybr01,brent-barry-1,1995,15,1994-95,Oregon State,Pac-10,27,,37.5,6.7,13.0,.514,4.8,8.1,.586,1.9,4.9,.394,5.7,6.9,.823,,,5.9,3.9,2.7,0.4,3.2,2.6,21.0,,10.44
Alan Henderson,hendeal01,alan-henderson-1,1995,16,1991-92,Indiana,Big Ten,33,26,23.7,4.6,9.0,.508,4.5,8.9,.512,0.0,0.1,.250,2.4,3.7,.661,,,7.2,0.5,1.0,1.5,1.0,2.5,11.6,,12.41
Alan Henderson,hendeal01,alan-henderson-1,1995,16,1992-93,Indiana,Big Ten,30,25,24.6,4.3,8.9,.487,4.3,8.7,.494,0.0,0.2,.167,2.4,3.8,.637,,,8.1,0.9,1.2,1.4,1.5,2.5,11.1,,11.09
Alan Henderson,hendeal01,alan-henderson-1,1995,16,1993-94,Indiana,Big Ten,30,,32.8,6.6,12.4,.531,6.5,12.2,.534,0.1,0.2,.333,4.5,6.9,.657,,,10.3,1.2,1.3,1.9,2.0,3.0,17.8,,12.05
Alan Henderson,hendeal01,alan-henderson-1,1995,16,1994-95,Indiana,Big Ten,31,,35.3,9.2,15.4,.597,9.1,15.0,.605,0.1,0.3,.200,5.1,8.1,.633,,,9.7,1.7,1.4,2.1,2.9,3.1,23.5,,9.05
Bob Sura,surabo01,bob-sura-1,1995,17,1991-92,Florida State,ACC,31,12,28.1,4.0,8.7,.461,2.7,5.5,.497,1.3,3.2,.398,3.0,4.8,.627,,,3.5,2.5,1.3,0.2,2.3,2.2,12.3,,8.73
Bob Sura,surabo01,bob-sura-1,1995,17,1992-93,Florida State,ACC,34,34,35.7,7.1,15.7,.452,4.9,9.2,.537,2.1,6.5,.332,3.5,5.5,.638,,,6.1,2.7,1.6,0.2,3.8,2.6,19.9,,11.44
Bob Sura,surabo01,bob-sura-1,1995,17,1993-94,Florida State,ACC,27,26,34.5,7.5,16.0,.469,5.6,9.9,.562,1.9,6.1,.317,4.3,6.6,.654,,,7.9,4.5,2.4,0.7,4.1,2.5,21.2,,7.22
Bob Sura,surabo01,bob-sura-1,1995,17,1994-95,Florida State,ACC,27,26,36.3,6.1,14.6,.417,4.2,8.7,.481,1.9,5.9,.323,4.6,6.6,.687,,,6.9,5.4,1.8,0.2,3.4,2.8,18.6,,12.49
Theo Ratliff,ratlith01,theo-ratliff-1,1995,18,1991-92,Wyoming,WAC,27,,11.0,0.5,1.2,.438,0.5,1.2,.438,0.0,0.0,,0.8,1.3,.583,,,2.0,0.3,0.3,1.6,0.4,1.5,1.8,,2.83
Theo Ratliff,ratlith01,theo-ratliff-1,1995,18,1992-93,Wyoming,WAC,28,,29.4,3.5,6.6,.538,3.5,6.5,.541,0.0,0.0,.000,2.1,4.1,.517,,,6.2,0.3,0.5,4.4,2.0,3.2,9.2,,1.28
Theo Ratliff,ratlith01,theo-ratliff-1,1995,18,1993-94,Wyoming,WAC,28,,31.9,5.7,10.0,.569,5.7,10.0,.571,0.0,0.0,.000,4.0,6.1,.649,,,7.8,1.0,0.9,4.1,2.5,3.5,15.4,,2.53
Theo Ratliff,ratlith01,theo-ratliff-1,1995,18,1994-95,Wyoming,WAC,28,,32.6,5.3,9.7,.544,5.3,9.5,.551,0.0,0.2,.200,3.8,6.0,.633,,,7.5,1.1,0.6,5.1,2.5,3.4,14.4,,6.89
Randolph Childress,childra01,randolph-childress-1,1995,19,1990-91,Wake Forest,ACC,29,1,24.4,4.2,9.4,.449,2.0,3.7,.546,2.2,5.7,.386,3.3,4.2,.772,,,2.1,2.2,1.5,0.1,2.0,2.1,14.0,,8.19
Randolph Childress,childra01,randolph-childress-1,1995,19,1992-93,Wake Forest,ACC,30,29,34.3,6.1,12.7,.484,2.9,5.4,.540,3.2,7.2,.442,4.3,5.3,.810,,,2.8,4.2,1.4,0.1,3.0,2.5,19.7,,9.32
Randolph Childress,childra01,randolph-childress-1,1995,19,1993-94,Wake Forest,ACC,29,28,35.1,5.4,13.1,.415,2.9,6.1,.469,2.6,7.0,.368,6.1,7.7,.789,,,3.4,3.9,1.6,0.2,3.7,2.6,19.6,,7.84
Randolph Childress,childra01,randolph-childress-1,1995,19,1994-95,Wake Forest,ACC,32,32,38.0,5.7,13.1,.438,2.8,5.4,.514,2.9,7.7,.384,5.8,6.9,.833,,,3.6,5.2,1.5,0.2,3.9,2.3,20.1,,10.83
Jason Caffey,caffeja01,jason-caffey-1,1995,20,1991-92,Alabama,SEC,30,0,11.0,1.0,2.4,.425,1.0,2.4,.431,0.0,0.0,.000,0.3,1.0,.333,,,2.2,0.3,0.1,0.4,1.1,1.7,2.4,,7.29
Jason Caffey,caffeja01,jason-caffey-1,1995,20,1992-93,Alabama,SEC,29,29,29.2,5.8,11.2,.518,5.7,10.9,.527,0.1,0.4,.273,2.8,4.5,.615,,,8.7,1.3,0.9,0.7,3.2,2.9,14.5,,7.83
Jason Caffey,caffeja01,jason-caffey-1,1995,20,1993-94,Alabama,SEC,29,24,27.0,4.8,9.3,.520,4.8,9.2,.521,0.0,0.1,.500,3.1,4.9,.629,,,6.3,0.7,0.6,0.6,2.5,2.6,12.8,,6.06
Jason Caffey,caffeja01,jason-caffey-1,1995,20,1994-95,Alabama,SEC,31,26,30.1,4.8,9.4,.509,4.8,9.3,.516,0.0,0.1,.000,2.5,4.7,.545,,,8.0,1.6,0.6,0.5,2.7,2.5,12.1,,6.59
Michael Finley,finlemi01,michael-finley-1,1995,21,1991-92,Wisconsin,Big Ten,31,28,29.7,4.2,9.3,.453,3.4,6.9,.484,0.8,2.3,.361,3.1,4.1,.742,,,4.9,2.7,0.9,0.8,2.8,2.4,12.3,,7.79
Michael Finley,finlemi01,michael-finley-1,1995,21,1992-93,Wisconsin,Big Ten,28,,35.0,8.0,17.1,.467,5.7,10.9,.525,2.3,6.2,.364,4.0,5.1,.771,,,5.8,3.1,1.8,0.6,2.7,2.8,22.1,,6.72
Michael Finley,finlemi01,michael-finley-1,1995,21,1993-94,Wisconsin,Big Ten,29,,36.1,7.2,15.4,.466,4.9,9.1,.538,2.3,6.3,.363,3.8,4.8,.786,,,6.7,3.2,1.4,0.7,2.6,2.3,20.4,,9.86
Michael Finley,finlemi01,michael-finley-1,1995,21,1994-95,Wisconsin,Big Ten,27,,37.0,6.6,17.4,.379,4.4,9.9,.451,2.1,7.6,.284,5.2,6.7,.773,,,5.2,4.0,1.9,0.6,3.0,2.7,20.5,,6.94
